candidate_index,matches_observed,residue_set,sum_residues,sum_mod15,gap_signature,relay_block_signature,free_block_signature,c_overlap_signature,no_c_overlap,nearest_c_distance_signature,sum_nearest_c_distance,internal_support_weight,boundary_support_weight,c_cut_weight,free_to_c_weight,relay_to_free_weight
1935,0,"[1, 3, 4, 5, 10, 11]",34,4,"1,1,1,2,5,5","4,5","1,3,10,11",11,0,"0,1,1,1,2,3",8,18,56,16,8,10
1936,0,"[1, 3, 4, 5, 10, 12]",35,5,"1,1,2,2,4,5","4,5","1,3,10,12",,1,"1,1,1,1,2,3",9,18,56,14,6,8
1937,0,"[1, 3, 4, 5, 10, 13]",36,6,"1,1,2,3,3,5","4,5","1,3,10,13",,1,"1,1,1,1,2,3",9,14,64,19,11,7
1938,0,"[1, 3, 4, 5, 10, 14]",37,7,"1,1,2,2,4,5","4,5","1,3,10,14",14,0,"0,1,1,1,2,3",8,17,58,16,8,10
1939,0,"[1, 3, 4, 5, 11, 12]",36,6,"1,1,1,2,4,6","4,5","1,3,11,12",11,0,"0,1,1,1,2,3",8,20,52,15,7,10
1940,0,"[1, 3, 4, 5, 11, 13]",37,7,"1,1,2,2,3,6","4,5","1,3,11,13",11,0,"0,1,1,1,2,3",8,16,60,20,12,9
1941,0,"[1, 3, 4, 5, 11, 14]",38,8,"1,1,2,2,3,6","4,5","1,3,11,14","11,14",0,"0,0,1,1,2,3",7,19,54,17,9,12
1942,0,"[1, 3, 4, 5, 12, 13]",38,8,"1,1,1,2,3,7","4,5","1,3,12,13",,1,"1,1,1,1,2,3",9,18,56,18,10,7
1943,0,"[1, 3, 4, 5, 12, 14]",39,9,"1,1,2,2,2,7","4,5","1,3,12,14",14,0,"0,1,1,1,2,3",8,19,54,15,7,10
1944,0,"[1, 3, 4, 5, 13, 14]",40,10,"1,1,1,2,2,8","4,5","1,3,13,14",14,0,"0,1,1,1,2,3",8,17,58,20,12,9
1945,0,"[1, 3, 4, 6, 7, 8]",29,14,"1,1,1,2,2,8","4,7","1,3,6,8",,1,"1,1,2,3,4,4",15,13,68,21,15,8
1946,0,"[1, 3, 4, 6, 7, 9]",30,0,"1,1,2,2,2,7","4,7","1,3,6,9",,1,"1,1,2,2,4,4",14,14,64,15,9,6
1947,0,"[1, 3, 4, 6, 7, 10]",31,1,"1,1,2,2,3,6","4,7","1,3,6,10",,1,"1,1,1,2,4,4",13,19,56,14,8,9
1948,0,"[1, 3, 4, 6, 7, 11]",32,2,"1,1,2,2,4,5","4,7","1,3,6,11",11,0,"0,1,1,2,4,4",12,16,62,15,9,9
1949,0,"[1, 3, 4, 6, 7, 12]",33,3,"1,1,2,2,4,5","4,7","1,3,6,12",,1,"1,1,1,2,4,4",13,19,56,13,7,8
1950,0,"[1, 3, 4, 6, 7, 13]",34,4,"1,1,2,2,3,6","4,7","1,3,6,13",,1,"1,1,1,2,4,4",13,18,58,18,12,10
1951,0,"[1, 3, 4, 6, 7, 14]",35,5,"1,1,2,2,2,7","4,7","1,3,6,14",14,0,"0,1,1,2,4,4",12,15,64,15,9,9
1952,0,"[1, 3, 4, 6, 8, 9]",31,1,"1,1,2,2,2,7",4,"1,3,6,8,9",,1,"1,1,2,2,3,4",13,10,72,19,17,3
1953,0,"[1, 3, 4, 6, 8, 10]",32,2,"1,2,2,2,2,6",4,"1,3,6,8,10",,1,"1,1,1,2,3,4",12,14,66,18,16,5
1954,0,"[1, 3, 4, 6, 8, 11]",33,3,"1,2,2,2,3,5",4,"1,3,6,8,11",11,0,"0,1,1,2,3,4",11,13,68,19,17,4
1955,0,"[1, 3, 4, 6, 8, 12]",34,4,"1,2,2,2,4,4",4,"1,3,6,8,12",,1,"1,1,1,2,3,4",12,18,58,17,15,5
1956,0,"[1, 3, 4, 6, 8, 13]",35,5,"1,2,2,2,3,5",4,"1,3,6,8,13",,1,"1,1,1,2,3,4",12,11,72,22,20,4
1957,0,"[1, 3, 4, 6, 8, 14]",36,6,"1,2,2,2,2,6",4,"1,3,6,8,14",14,0,"0,1,1,2,3,4",11,11,72,19,17,4
1958,0,"[1, 3, 4, 6, 9, 10]",33,3,"1,1,2,2,3,6",4,"1,3,6,9,10",,1,"1,1,1,2,2,4",11,19,54,12,10,3
1959,0,"[1, 3, 4, 6, 9, 11]",34,4,"1,2,2,2,3,5",4,"1,3,6,9,11",11,0,"0,1,1,2,2,4",10,11,70,13,11,2
1960,0,"[1, 3, 4, 6, 9, 12]",35,5,"1,2,2,3,3,4",4,"1,3,6,9,12",,1,"1,1,1,2,2,4",11,18,56,11,9,3
1961,0,"[1, 3, 4, 6, 9, 13]",36,6,"1,2,2,3,3,4",4,"1,3,6,9,13",,1,"1,1,1,2,2,4",11,13,66,16,14,2
1962,0,"[1, 3, 4, 6, 9, 14]",37,7,"1,2,2,2,3,5",4,"1,3,6,9,14",14,0,"0,1,1,2,2,4",10,10,72,13,11,2
1963,0,"[1, 3, 4, 6, 10, 11]",35,5,"1,1,2,2,4,5",4,"1,3,6,10,11",11,0,"0,1,1,1,2,4",9,15,64,12,10,4
1964,0,"[1, 3, 4, 6, 10, 12]",36,6,"1,2,2,2,4,4",4,"1,3,6,10,12",,1,"1,1,1,1,2,4",10,20,54,10,8,5
1965,0,"[1, 3, 4, 6, 10, 13]",37,7,"1,2,2,3,3,4",4,"1,3,6,10,13",,1,"1,1,1,1,2,4",10,16,62,15,13,4
1966,0,"[1, 3, 4, 6, 10, 14]",38,8,"1,2,2,2,4,4",4,"1,3,6,10,14",14,0,"0,1,1,1,2,4",9,14,66,12,10,4
1967,0,"[1, 3, 4, 6, 11, 12]",37,7,"1,1,2,2,4,5",4,"1,3,6,11,12",11,0,"0,1,1,1,2,4",9,16,62,11,9,4
1968,0,"[1, 3, 4, 6, 11, 13]",38,8,"1,2,2,2,3,5",4,"1,3,6,11,13",11,0,"0,1,1,1,2,4",9,12,70,16,14,3
1969,0,"[1, 3, 4, 6, 11, 14]",39,9,"1,2,2,2,3,5",4,"1,3,6,11,14","11,14",0,"0,0,1,1,2,4",8,10,74,13,11,3
1970,0,"[1, 3, 4, 6, 12, 13]",39,9,"1,1,2,2,3,6",4,"1,3,6,12,13",,1,"1,1,1,1,2,4",10,19,56,14,12,4
1971,0,"[1, 3, 4, 6, 12, 14]",40,10,"1,2,2,2,2,6",4,"1,3,6,12,14",14,0,"0,1,1,1,2,4",9,15,64,11,9,4
1972,0,"[1, 3, 4, 6, 13, 14]",41,11,"1,1,2,2,2,7",4,"1,3,6,13,14",14,0,"0,1,1,1,2,4",9,13,68,16,14,3
1973,0,"[1, 3, 4, 7, 8, 9]",32,2,"1,1,1,2,3,7","4,7","1,3,8,9",,1,"1,1,2,2,3,4",13,14,66,21,15,8
1974,0,"[1, 3, 4, 7, 8, 10]",33,3,"1,1,2,2,3,6","4,7","1,3,8,10",,1,"1,1,1,2,3,4",12,18,60,20,14,11
1975,0,"[1, 3, 4, 7, 8, 11]",34,4,"1,1,2,3,3,5","4,7","1,3,8,11",11,0,"0,1,1,2,3,4",11,21,54,21,15,11
1976,0,"[1, 3, 4, 7, 8, 12]",35,5,"1,1,2,3,4,4","4,7","1,3,8,12",,1,"1,1,1,2,3,4",12,22,52,19,13,10
1977,0,"[1, 3, 4, 7, 8, 13]",36,6,"1,1,2,3,3,5","4,7","1,3,8,13",,1,"1,1,1,2,3,4",12,18,60,24,18,12
1978,0,"[1, 3, 4, 7, 8, 14]",37,7,"1,1,2,2,3,6","4,7","1,3,8,14",14,0,"0,1,1,2,3,4",11,19,58,21,15,11
1979,0,"[1, 3, 4, 7, 9, 10]",34,4,"1,1,2,2,3,6","4,7","1,3,9,10",,1,"1,1,1,2,2,4",11,21,52,14,8,9
1980,0,"[1, 3, 4, 7, 9, 11]",35,5,"1,2,2,2,3,5","4,7","1,3,9,11",11,0,"0,1,1,2,2,4",10,17,60,15,9,9
1981,0,"[1, 3, 4, 7, 9, 12]",36,6,"1,2,2,3,3,4","4,7","1,3,9,12",,1,"1,1,1,2,2,4",11,20,54,13,7,8
1982,0,"[1, 3, 4, 7, 9, 13]",37,7,"1,2,2,3,3,4","4,7","1,3,9,13",,1,"1,1,1,2,2,4",11,18,58,18,12,10
1983,0,"[1, 3, 4, 7, 9, 14]",38,8,"1,2,2,2,3,5","4,7","1,3,9,14",14,0,"0,1,1,2,2,4",10,16,62,15,9,9
1984,0,"[1, 3, 4, 7, 10, 11]",36,6,"1,1,2,3,3,5","4,7","1,3,10,11",11,0,"0,1,1,1,2,4",9,21,54,14,8,12
1985,0,"[1, 3, 4, 7, 10, 12]",37,7,"1,2,2,3,3,4","4,7","1,3,10,12",,1,"1,1,1,1,2,4",10,22,52,12,6,11
1986,0,"[1, 3, 4, 7, 10, 13]",38,8,"1,2,3,3,3,3","4,7","1,3,10,13",,1,"1,1,1,1,2,4",10,21,54,17,11,13
1987,0,"[1, 3, 4, 7, 10, 14]",39,9,"1,2,2,3,3,4","4,7","1,3,10,14",14,0,"0,1,1,1,2,4",9,20,56,14,8,12
1988,0,"[1, 3, 4, 7, 11, 12]",38,8,"1,1,2,3,4,4","4,7","1,3,11,12",11,0,"0,1,1,1,2,4",9,22,52,13,7,11
1989,0,"[1, 3, 4, 7, 11, 13]",39,9,"1,2,2,3,3,4","4,7","1,3,11,13",11,0,"0,1,1,1,2,4",9,21,54,18,12,13
1990,0,"[1, 3, 4, 7, 11, 14]",40,10,"1,2,2,3,3,4","4,7","1,3,11,14","11,14",0,"0,0,1,1,2,4",8,20,56,15,9,12
1991,0,"[1, 3, 4, 7, 12, 13]",40,10,"1,1,2,3,3,5","4,7","1,3,12,13",,1,"1,1,1,1,2,4",10,24,48,16,10,12
1992,0,"[1, 3, 4, 7, 12, 14]",41,11,"1,2,2,2,3,5","4,7","1,3,12,14",14,0,"0,1,1,1,2,4",9,21,54,13,7,11
1993,0,"[1, 3, 4, 7, 13, 14]",42,12,"1,1,2,2,3,6","4,7","1,3,13,14",14,0,"0,1,1,1,2,4",9,22,52,18,12,13
1994,0,"[1, 3, 4, 8, 9, 10]",35,5,"1,1,1,2,4,6",4,"1,3,8,9,10",,1,"1,1,1,2,2,3",10,16,62,18,16,5
1995,0,"[1, 3, 4, 8, 9, 11]",36,6,"1,1,2,2,4,5",4,"1,3,8,9,11",11,0,"0,1,1,2,2,3",9,14,66,19,17,4
1996,0,"[1, 3, 4, 8, 9, 12]",37,7,"1,1,2,3,4,4",4,"1,3,8,9,12",,1,"1,1,1,2,2,3",10,19,56,17,15,5
1997,0,"[1, 3, 4, 8, 9, 13]",38,8,"1,1,2,3,4,4",4,"1,3,8,9,13",,1,"1,1,1,2,2,3",10,11,72,22,20,4
1998,0,"[1, 3, 4, 8, 9, 14]",39,9,"1,1,2,2,4,5",4,"1,3,8,9,14",14,0,"0,1,1,2,2,3",9,12,70,19,17,4
1999,0,"[1, 3, 4, 8, 10, 11]",37,7,"1,1,2,2,4,5",4,"1,3,8,10,11",11,0,"0,1,1,1,2,3",8,17,62,18,16,6
2000,0,"[1, 3, 4, 8, 10, 12]",38,8,"1,2,2,2,4,4",4,"1,3,8,10,12",,1,"1,1,1,1,2,3",9,20,56,16,14,7
2001,0,"[1, 3, 4, 8, 10, 13]",39,9,"1,2,2,3,3,4",4,"1,3,8,10,13",,1,"1,1,1,1,2,3",9,13,70,21,19,6
2002,0,"[1, 3, 4, 8, 10, 14]",40,10,"1,2,2,2,4,4",4,"1,3,8,10,14",14,0,"0,1,1,1,2,3",8,15,66,18,16,6
2003,0,"[1, 3, 4, 8, 11, 12]",39,9,"1,1,2,3,4,4",4,"1,3,8,11,12",11,0,"0,1,1,1,2,3",8,22,52,17,15,6
2004,0,"[1, 3, 4, 8, 11, 13]",40,10,"1,2,2,3,3,4",4,"1,3,8,11,13",11,0,"0,1,1,1,2,3",8,15,66,22,20,5
2005,0,"[1, 3, 4, 8, 11, 14]",41,11,"1,2,2,3,3,4",4,"1,3,8,11,14","11,14",0,"0,0,1,1,2,3",7,17,62,19,17,5
2006,0,"[1, 3, 4, 8, 12, 13]",41,11,"1,1,2,3,4,4",4,"1,3,8,12,13",,1,"1,1,1,1,2,3",9,20,56,20,18,6
2007,0,"[1, 3, 4, 8, 12, 14]",42,12,"1,2,2,2,4,4",4,"1,3,8,12,14",14,0,"0,1,1,1,2,3",8,20,56,17,15,6
2008,0,"[1, 3, 4, 8, 13, 14]",43,13,"1,1,2,2,4,5",4,"1,3,8,13,14",14,0,"0,1,1,1,2,3",8,15,66,22,20,5
2009,0,"[1, 3, 4, 9, 10, 11]",38,8,"1,1,1,2,5,5",4,"1,3,9,10,11",11,0,"0,1,1,1,2,2",7,17,60,12,10,4
2010,0,"[1, 3, 4, 9, 10, 12]",39,9,"1,1,2,2,4,5",4,"1,3,9,10,12",,1,"1,1,1,1,2,2",8,22,50,10,8,5
2011,0,"[1, 3, 4, 9, 10, 13]",40,10,"1,1,2,3,3,5",4,"1,3,9,10,13",,1,"1,1,1,1,2,2",8,17,60,15,13,4
2012,0,"[1, 3, 4, 9, 10, 14]",41,11,"1,1,2,2,4,5",4,"1,3,9,10,14",14,0,"0,1,1,1,2,2",7,16,62,12,10,4
2013,0,"[1, 3, 4, 9, 11, 12]",40,10,"1,1,2,2,4,5",4,"1,3,9,11,12",11,0,"0,1,1,1,2,2",7,17,60,11,9,4
2014,0,"[1, 3, 4, 9, 11, 13]",41,11,"1,2,2,2,3,5",4,"1,3,9,11,13",11,0,"0,1,1,1,2,2",7,12,70,16,14,3
2015,0,"[1, 3, 4, 9, 11, 14]",42,12,"1,2,2,2,3,5",4,"1,3,9,11,14","11,14",0,"0,0,1,1,2,2",6,11,72,13,11,3
2016,0,"[1, 3, 4, 9, 12, 13]",42,12,"1,1,2,3,3,5",4,"1,3,9,12,13",,1,"1,1,1,1,2,2",8,19,56,14,12,4
2017,0,"[1, 3, 4, 9, 12, 14]",43,13,"1,2,2,2,3,5",4,"1,3,9,12,14",14,0,"0,1,1,1,2,2",7,16,62,11,9,4
2018,0,"[1, 3, 4, 9, 13, 14]",44,14,"1,1,2,2,4,5",4,"1,3,9,13,14",14,0,"0,1,1,1,2,2",7,13,68,16,14,3
2019,0,"[1, 3, 4, 10, 11, 12]",41,11,"1,1,1,2,4,6",4,"1,3,10,11,12",11,0,"0,1,1,1,1,2",6,18,60,10,8,6
2020,0,"[1, 3, 4, 10, 11, 13]",42,12,"1,1,2,2,3,6",4,"1,3,10,11,13",11,0,"0,1,1,1,1,2",6,14,68,15,13,5
2021,0,"[1, 3, 4, 10, 11, 14]",43,13,"1,1,2,2,3,6",4,"1,3,10,11,14","11,14",0,"0,0,1,1,1,2",5,14,68,12,10,5
2022,0,"[1, 3, 4, 10, 12, 13]",43,13,"1,1,2,2,3,6",4,"1,3,10,12,13",,1,"1,1,1,1,1,2",7,19,58,13,11,6
2023,0,"[1, 3, 4, 10, 12, 14]",44,14,"1,2,2,2,2,6",4,"1,3,10,12,14",14,0,"0,1,1,1,1,2",6,17,62,10,8,6
2024,0,"[1, 3, 4, 10, 13, 14]",45,0,"1,1,2,2,3,6",4,"1,3,10,13,14",14,0,"0,1,1,1,1,2",6,15,66,15,13,5
2025,0,"[1, 3, 4, 11, 12, 13]",44,14,"1,1,1,2,3,7",4,"1,3,11,12,13",11,0,"0,1,1,1,1,2",6,18,60,14,12,5
2026,0,"[1, 3, 4, 11, 12, 14]",45,0,"1,1,2,2,2,7",4,"1,3,11,12,14","11,14",0,"0,0,1,1,1,2",5,16,64,11,9,5
2027,0,"[1, 3, 4, 11, 13, 14]",46,1,"1,1,2,2,2,7",4,"1,3,11,13,14","11,14",0,"0,0,1,1,1,2",5,14,68,16,14,4
2028,0,"[1, 3, 4, 12, 13, 14]",47,2,"1,1,1,2,2,8",4,"1,3,12,13,14",14,0,"0,1,1,1,1,2",6,19,58,14,12,5
2029,0,"[1, 3, 5, 6, 7, 8]",30,0,"1,1,1,2,2,8","5,7","1,3,6,8",,1,"1,1,3,3,4,4",16,13,64,25,15,9
2030,0,"[1, 3, 5, 6, 7, 9]",31,1,"1,1,2,2,2,7","5,7","1,3,6,9",,1,"1,1,2,3,4,4",15,15,58,19,9,8
2031,0,"[1, 3, 5, 6, 7, 10]",32,2,"1,1,2,2,3,6","5,7","1,3,6,10",,1,"1,1,1,3,4,4",14,18,54,18,8,9
2032,0,"[1, 3, 5, 6, 7, 11]",33,3,"1,1,2,2,4,5","5,7","1,3,6,11",11,0,"0,1,1,3,4,4",13,19,52,19,9,13
2033,0,"[1, 3, 5, 6, 7, 12]",34,4,"1,1,2,2,4,5","5,7","1,3,6,12",,1,"1,1,1,3,4,4",14,18,54,17,7,8
2034,0,"[1, 3, 5, 6, 7, 13]",35,5,"1,1,2,2,3,6","5,7","1,3,6,13",,1,"1,1,1,3,4,4",14,18,54,22,12,11
2035,0,"[1, 3, 5, 6, 7, 14]",36,6,"1,1,2,2,2,7","5,7","1,3,6,14",14,0,"0,1,1,3,4,4",13,18,54,19,9,13
2036,0,"[1, 3, 5, 6, 8, 9]",32,2,"1,1,2,2,2,7",5,"1,3,6,8,9",,1,"1,1,2,3,3,4",14,11,66,23,17,4
2037,0,"[1, 3, 5, 6, 8, 10]",33,3,"1,2,2,2,2,6",5,"1,3,6,8,10",,1,"1,1,1,3,3,4",13,13,64,22,16,4
2038,0,"[1, 3, 5, 6, 8, 11]",34,4,"1,2,2,2,3,5",5,"1,3,6,8,11",11,0,"0,1,1,3,3,4",12,16,58,23,17,7
2039,0,"[1, 3, 5, 6, 8, 12]",35,5,"1,2,2,2,4,4",5,"1,3,6,8,12",,1,"1,1,1,3,3,4",13,17,56,21,15,4
2040,0,"[1, 3, 5, 6, 8, 13]",36,6,"1,2,2,2,3,5",5,"1,3,6,8,13",,1,"1,1,1,3,3,4",13,11,68,26,20,4
2041,0,"[1, 3, 5, 6, 8, 14]",37,7,"1,2,2,2,2,6",5,"1,3,6,8,14",14,0,"0,1,1,3,3,4",12,14,62,23,17,7
2042,0,"[1, 3, 5, 6, 9, 10]",34,4,"1,1,2,2,3,6",5,"1,3,6,9,10",,1,"1,1,1,2,3,4",12,19,50,16,10,3
2043,0,"[1, 3, 5, 6, 9, 11]",35,5,"1,2,2,2,3,5",5,"1,3,6,9,11",11,0,"0,1,1,2,3,4",11,15,58,17,11,6
2044,0,"[1, 3, 5, 6, 9, 12]",36,6,"1,2,2,3,3,4",5,"1,3,6,9,12",,1,"1,1,1,2,3,4",12,18,52,15,9,3
2045,0,"[1, 3, 5, 6, 9, 13]",37,7,"1,2,2,3,3,4",5,"1,3,6,9,13",,1,"1,1,1,2,3,4",12,14,60,20,14,3
2046,0,"[1, 3, 5, 6, 9, 14]",38,8,"1,2,2,2,3,5",5,"1,3,6,9,14",14,0,"0,1,1,2,3,4",11,14,60,17,11,6
2047,0,"[1, 3, 5, 6, 10, 11]",36,6,"1,1,2,2,4,5",5,"1,3,6,10,11",11,0,"0,1,1,1,3,4",10,17,56,16,10,6
2048,0,"[1, 3, 5, 6, 10, 12]",37,7,"1,2,2,2,4,4",5,"1,3,6,10,12",,1,"1,1,1,1,3,4",11,18,54,14,8,3
2049,0,"[1, 3, 5, 6, 10, 13]",38,8,"1,2,2,3,3,4",5,"1,3,6,10,13",,1,"1,1,1,1,3,4",11,15,60,19,13,3
2050,0,"[1, 3, 5, 6, 10, 14]",39,9,"1,2,2,2,4,4",5,"1,3,6,10,14",14,0,"0,1,1,1,3,4",10,16,58,16,10,6
2051,0,"[1, 3, 5, 6, 11, 12]",38,8,"1,1,2,2,4,5",5,"1,3,6,11,12",11,0,"0,1,1,1,3,4",10,18,54,15,9,6
2052,0,"[1, 3, 5, 6, 11, 13]",39,9,"1,2,2,2,3,5",5,"1,3,6,11,13",11,0,"0,1,1,1,3,4",10,15,60,20,14,6
2053,0,"[1, 3, 5, 6, 11, 14]",40,10,"1,2,2,2,3,5",5,"1,3,6,11,14","11,14",0,"0,0,1,1,3,4",9,16,58,17,11,9
2054,0,"[1, 3, 5, 6, 12, 13]",40,10,"1,1,2,2,3,6",5,"1,3,6,12,13",,1,"1,1,1,1,3,4",11,18,54,18,12,3
2055,0,"[1, 3, 5, 6, 12, 14]",41,11,"1,2,2,2,2,6",5,"1,3,6,12,14",14,0,"0,1,1,1,3,4",10,17,56,15,9,6
2056,0,"[1, 3, 5, 6, 13, 14]",42,12,"1,1,2,2,2,7",5,"1,3,6,13,14",14,0,"0,1,1,1,3,4",10,16,58,20,14,6
2057,0,"[1, 3, 5, 7, 8, 9]",33,3,"1,1,2,2,2,7","5,7","1,3,8,9",,1,"1,1,2,3,3,4",14,14,62,25,15,9
2058,0,"[1, 3, 5, 7, 8, 10]",34,4,"1,2,2,2,2,6","5,7","1,3,8,10",,1,"1,1,1,3,3,4",13,16,60,24,14,10
2059,0,"[1, 3, 5, 7, 8, 11]",35,5,"1,2,2,2,3,5","5,7","1,3,8,11",11,0,"0,1,1,3,3,4",12,23,46,25,15,14
2060,0,"[1, 3, 5, 7, 8, 12]",36,6,"1,2,2,2,4,4","5,7","1,3,8,12",,1,"1,1,1,3,3,4",13,20,52,23,13,9
2061,0,"[1, 3, 5, 7, 8, 13]",37,7,"1,2,2,2,3,5","5,7","1,3,8,13",,1,"1,1,1,3,3,4",13,17,58,28,18,12
2062,0,"[1, 3, 5, 7, 8, 14]",38,8,"1,2,2,2,2,6","5,7","1,3,8,14",14,0,"0,1,1,3,3,4",12,21,50,25,15,14
2063,0,"[1, 3, 5, 7, 9, 10]",35,5,"1,2,2,2,2,6","5,7","1,3,9,10",,1,"1,1,1,2,3,4",12,20,50,18,8,9
2064,0,"[1, 3, 5, 7, 9, 11]",36,6,"2,2,2,2,2,5","5,7","1,3,9,11",11,0,"0,1,1,2,3,4",11,20,50,19,9,13
2065,0,"[1, 3, 5, 7, 9, 12]",37,7,"2,2,2,2,3,4","5,7","1,3,9,12",,1,"1,1,1,2,3,4",12,19,52,17,7,8
2066,0,"[1, 3, 5, 7, 9, 13]",38,8,"2,2,2,2,3,4","5,7","1,3,9,13",,1,"1,1,1,2,3,4",12,18,54,22,12,11
2067,0,"[1, 3, 5, 7, 9, 14]",39,9,"2,2,2,2,2,5","5,7","1,3,9,14",14,0,"0,1,1,2,3,4",11,19,52,19,9,13
2068,0,"[1, 3, 5, 7, 10, 11]",37,7,"1,2,2,2,3,5","5,7","1,3,10,11",11,0,"0,1,1,1,3,4",10,22,48,18,8,14
2069,0,"[1, 3, 5, 7, 10, 12]",38,8,"2,2,2,2,3,4","5,7","1,3,10,12",,1,"1,1,1,1,3,4",11,19,54,16,6,9
2070,0,"[1, 3, 5, 7, 10, 13]",39,9,"2,2,2,3,3,3","5,7","1,3,10,13",,1,"1,1,1,1,3,4",11,19,54,21,11,12
2071,0,"[1, 3, 5, 7, 10, 14]",40,10,"2,2,2,2,3,4","5,7","1,3,10,14",14,0,"0,1,1,1,3,4",10,21,50,18,8,14
2072,0,"[1, 3, 5, 7, 11, 12]",39,9,"1,2,2,2,4,4","5,7","1,3,11,12",11,0,"0,1,1,1,3,4",10,23,46,17,7,13
2073,0,"[1, 3, 5, 7, 11, 13]",40,10,"2,2,2,2,3,4","5,7","1,3,11,13",11,0,"0,1,1,1,3,4",10,23,46,22,12,16
2074,0,"[1, 3, 5, 7, 11, 14]",41,11,"2,2,2,2,3,4","5,7","1,3,11,14","11,14",0,"0,0,1,1,3,4",9,25,42,19,9,18
2075,0,"[1, 3, 5, 7, 12, 13]",41,11,"1,2,2,2,3,5","5,7","1,3,12,13",,1,"1,1,1,1,3,4",11,22,48,20,10,11
2076,0,"[1, 3, 5, 7, 12, 14]",42,12,"2,2,2,2,2,5","5,7","1,3,12,14",14,0,"0,1,1,1,3,4",10,22,48,17,7,13
2077,0,"[1, 3, 5, 7, 13, 14]",43,13,"1,2,2,2,2,6","5,7","1,3,13,14",14,0,"0,1,1,1,3,4",10,24,44,22,12,16
2078,0,"[1, 3, 5, 8, 9, 10]",36,6,"1,1,2,2,3,6",5,"1,3,8,9,10",,1,"1,1,1,2,3,3",11,15,60,22,16,4
2079,0,"[1, 3, 5, 8, 9, 11]",37,7,"1,2,2,2,3,5",5,"1,3,8,9,11",11,0,"0,1,1,2,3,3",10,17,56,23,17,7
2080,0,"[1, 3, 5, 8, 9, 12]",38,8,"1,2,2,3,3,4",5,"1,3,8,9,12",,1,"1,1,1,2,3,3",11,18,54,21,15,4
2081,0,"[1, 3, 5, 8, 9, 13]",39,9,"1,2,2,3,3,4",5,"1,3,8,9,13",,1,"1,1,1,2,3,3",11,11,68,26,20,4
2082,0,"[1, 3, 5, 8, 9, 14]",40,10,"1,2,2,2,3,5",5,"1,3,8,9,14",14,0,"0,1,1,2,3,3",10,15,60,23,17,7
2083,0,"[1, 3, 5, 8, 10, 11]",38,8,"1,2,2,2,3,5",5,"1,3,8,10,11",11,0,"0,1,1,1,3,3",9,18,56,22,16,7
2084,0,"[1, 3, 5, 8, 10, 12]",39,9,"2,2,2,2,3,4",5,"1,3,8,10,12",,1,"1,1,1,1,3,3",10,17,58,20,14,4
2085,0,"[1, 3, 5, 8, 10, 13]",40,10,"2,2,2,3,3,3",5,"1,3,8,10,13",,1,"1,1,1,1,3,3",10,11,70,25,19,4
2086,0,"[1, 3, 5, 8, 10, 14]",41,11,"2,2,2,2,3,4",5,"1,3,8,10,14",14,0,"0,1,1,1,3,3",9,16,60,22,16,7
2087,0,"[1, 3, 5, 8, 11, 12]",40,10,"1,2,2,3,3,4",5,"1,3,8,11,12",11,0,"0,1,1,1,3,3",9,23,46,21,15,7
2088,0,"[1, 3, 5, 8, 11, 13]",41,11,"2,2,2,3,3,3",5,"1,3,8,11,13",11,0,"0,1,1,1,3,3",9,17,58,26,20,7
2089,0,"[1, 3, 5, 8, 11, 14]",42,12,"2,2,2,3,3,3",5,"1,3,8,11,14","11,14",0,"0,0,1,1,3,3",8,22,48,23,17,10
2090,0,"[1, 3, 5, 8, 12, 13]",42,12,"1,2,2,3,3,4",5,"1,3,8,12,13",,1,"1,1,1,1,3,3",10,18,56,24,18,4
2091,0,"[1, 3, 5, 8, 12, 14]",43,13,"2,2,2,2,3,4",5,"1,3,8,12,14",14,0,"0,1,1,1,3,3",9,21,50,21,15,7
2092,0,"[1, 3, 5, 8, 13, 14]",44,14,"1,2,2,2,3,5",5,"1,3,8,13,14",14,0,"0,1,1,1,3,3",9,17,58,26,20,7
2093,0,"[1, 3, 5, 9, 10, 11]",39,9,"1,1,2,2,4,5",5,"1,3,9,10,11",11,0,"0,1,1,1,2,3",8,19,52,16,10,6
2094,0,"[1, 3, 5, 9, 10, 12]",40,10,"1,2,2,2,4,4",5,"1,3,9,10,12",,1,"1,1,1,1,2,3",9,20,50,14,8,3
2095,0,"[1, 3, 5, 9, 10, 13]",41,11,"1,2,2,3,3,4",5,"1,3,9,10,13",,1,"1,1,1,1,2,3",9,16,58,19,13,3
2096,0,"[1, 3, 5, 9, 10, 14]",42,12,"1,2,2,2,4,4",5,"1,3,9,10,14",14,0,"0,1,1,1,2,3",8,18,54,16,10,6
2097,0,"[1, 3, 5, 9, 11, 12]",41,11,"1,2,2,2,4,4",5,"1,3,9,11,12",11,0,"0,1,1,1,2,3",8,19,52,15,9,6
2098,0,"[1, 3, 5, 9, 11, 13]",42,12,"2,2,2,2,3,4",5,"1,3,9,11,13",11,0,"0,1,1,1,2,3",8,15,60,20,14,6
2099,0,"[1, 3, 5, 9, 11, 14]",43,13,"2,2,2,2,3,4",5,"1,3,9,11,14","11,14",0,"0,0,1,1,2,3",7,17,56,17,11,9
2100,0,"[1, 3, 5, 9, 12, 13]",43,13,"1,2,2,3,3,4",5,"1,3,9,12,13",,1,"1,1,1,1,2,3",9,18,54,18,12,3
